latitude,longitude,area_in_meters,confidence
-33.516983,-70.749663,34.69,0.7487
-33.455273,-70.793466,56.54,0.9303
-33.442476,-70.60103,37.34,0.8718
-33.455721,-70.798344,542.33,0.6874
-33.407328,-70.555778,65.62,0.9623
-33.399556,-70.594867,74.37,0.65
-33.407474,-70.552992,151.7,0.7078
-33.394423,-70.562292,98.41,0.7816
-33.424372,-70.63581,84.11,0.9394
-33.441696,-70.790217,94.38,0.7719
-33.503265,-70.786657,65.97,0.8672
-33.393721,-70.580957,118.79,0.7995
-33.523634,-70.764364,191.16,0.9084
-33.426015,-70.622731,69.41,0.6565
-33.438735,-70.646779,359.46,0.7668
-33.435677,-70.638139,40.97,0.944
-33.390513,-70.588102,171.99,0.9215
-33.410141,-70.582018,77.11,0.9639
-33.436391,-70.658943,25.92,0.7515
-33.492676,-70.765727,47.02,0.8971
-33.529191,-70.764192,14.08,0.8219
-33.446032,-70.775233,128.93,0.9516
-33.519331,-70.768557,106.51,0.826
-33.445288,-70.648529,65.63,0.7956
-33.420384,-70.604946,28.7,0.8094
-33.418252,-70.565978,61.66,0.7605
-33.394279,-70.590279,357.35,0.65
-33.46879,-70.772026,50.3,0.9441
-33.402933,-70.589986,88.56,0.65
-33.435836,-70.604219,112.74,0.9042
-33.461338,-70.772973,26.18,0.65
-33.444715,-70.610956,52.54,0.65
-33.458251,-70.636968,84.17,0.8177
-33.433721,-70.667471,161.43,0.7643
-33.420623,-70.632696,112.6,0.7908
-33.398135,-70.563177,34.68,0.65
-33.448598,-70.633276,90.2,0.956
-33.405014,-70.575974,293.02,0.8924
-33.493606,-70.788623,76.63,0.7573
-33.494803,-70.773943,171.86,0.6654
-33.424601,-70.632747,65.45,0.7365
-33.402651,-70.59171,87.58,0.7939
-33.519701,-70.785122,119.85,0.7698
-33.465079,-70.785435,55.57,0.8919
-33.443404,-70.648155,334.56,0.945
-33.420753,-70.616141,436.16,0.8507
-33.449554,-70.640808,55.06,0.7245
-33.425094,-70.603575,18.66,0.9078
-33.391428,-70.569817,10.0,0.65
-33.494873,-70.78111,184.8,0.8943
-33.499153,-70.774279,69.04,0.65
-33.529439,-70.746932,148.0,0.9176
-33.392263,-70.572372,13.15,0.8952
-33.455404,-70.652495,86.69,0.8836
-33.441636,-70.612866,346.26,0.65
-33.443596,-70.60873,28.84,0.9404
-33.466295,-70.80623,228.45,0.8006
-33.494401,-70.789707,42.82,0.7592
-33.442484,-70.664422,40.29,0.8189
-33.429972,-70.603362,43.4,0.8759
-33.448266,-70.635201,104.26,0.9695
-33.447063,-70.638835,172.07,0.6714
-33.392459,-70.553189,316.74,0.65
-33.431097,-70.656762,118.79,0.659
-33.439818,-70.632987,139.8,0.8472
-33.439405,-70.603864,239.57,0.8722
-33.463866,-70.769061,394.46,0.671
-33.410288,-70.591665,57.9,0.8364
-33.506951,-70.747792,56.11,0.8259
-33.439739,-70.630189,56.6,0.683
-33.450137,-70.805052,844.36,0.7682
-33.406125,-70.5932,174.7,0.65
-33.401342,-70.570398,212.78,0.8932
-33.5174,-70.786897,29.92,0.7093
-33.405657,-70.596206,13.62,0.8632
-33.459752,-70.653527,38.41,0.7388
-33.441577,-70.797217,17.85,0.6689
-33.440619,-70.616409,106.08,0.8012
-33.513677,-70.762588,216.07,0.8023
-33.435495,-70.653904,155.02,0.8965
-33.393372,-70.578839,143.36,0.6593
-33.413555,-70.577914,112.85,0.8141
-33.446888,-70.644123,42.71,0.6958
-33.436409,-70.805019,131.0,0.7398
-33.432393,-70.621393,175.54,0.9946
-33.415596,-70.593234,227.91,0.65
-33.435121,-70.640728,34.93,0.8698
-33.434963,-70.632869,17.04,0.9599
-33.494839,-70.751183,55.82,0.9681
-33.456424,-70.768763,102.31,0.9982
-33.429543,-70.620145,240.45,0.8227
-33.458108,-70.667205,182.07,0.7982
-33.404691,-70.589665,68.51,0.8268
-33.502079,-70.773648,76.32,0.65
-33.421417,-70.618911,41.0,0.6906
-33.522112,-70.788574,91.54,0.8371
-33.442073,-70.600798,97.64,0.7416
-33.516639,-70.748611,273.74,0.6706
-33.392901,-70.563656,61.76,0.9484
-33.439956,-70.639968,40.62,0.9762
-33.422631,-70.62327,181.41,0.8506
-33.498245,-70.772023,94.5,0.9859
-33.50963,-70.772178,107.61,0.8788
-33.418387,-70.594944,170.36,0.9534
-33.440959,-70.641051,207.23,0.9087
-33.44422,-70.603272,45.66,0.65
-33.405955,-70.589128,314.96,0.65
-33.409974,-70.571169,172.52,0.9442
-33.441393,-70.662963,333.13,0.6966
-33.502848,-70.785479,68.27,0.65
-33.447139,-70.667996,207.06,0.9114
-33.431297,-70.630116,61.7,0.6964
-33.442716,-70.6288,29.69,0.65
-33.435821,-70.62929,90.11,0.65
-33.452397,-70.641467,154.41,0.9
-33.432484,-70.611294,38.3,0.8096
-33.408375,-70.585793,82.23,0.8988
-33.456155,-70.63274,99.34,0.65
-33.446561,-70.785863,80.86,0.6773
-33.443924,-70.64866,225.84,0.8301
-33.421207,-70.614817,98.93,0.65
-33.437089,-70.634525,145.6,0.65
-33.432191,-70.659017,168.75,0.7829
-33.490625,-70.776773,57.73,0.65
-33.443418,-70.633678,245.46,0.726
-33.428156,-70.633121,54.27,0.7685
-33.454297,-70.634507,109.13,0.8649
-33.390007,-70.59378,35.53,0.8132
-33.442355,-70.660025,135.69,0.6988
-33.430103,-70.643455,61.93,0.65
-33.446648,-70.666632,18.45,0.65
-33.44851,-70.662255,215.69,0.8313
-33.516437,-70.770665,107.06,0.8099
-33.421713,-70.620454,14.37,0.6682
-33.390935,-70.588982,344.72,0.7556
-33.413276,-70.565448,69.51,0.9031
-33.418329,-70.550861,99.88,0.8721
-33.490513,-70.755441,169.03,0.65
-33.443267,-70.787947,245.85,0.8797
-33.430007,-70.776989,66.81,0.65
-33.450168,-70.632959,83.47,0.8106
-33.447563,-70.657358,156.19,0.9784
-33.409914,-70.5808,65.68,0.65
-33.420491,-70.619745,214.88,0.8931
-33.522463,-70.745395,100.24,0.6798
-33.437857,-70.656078,180.74,0.7484
-33.441426,-70.643183,55.13,0.65
-33.520763,-70.775586,142.69,0.6873
-33.449695,-70.761108,65.28,0.9747
-33.41938,-70.564833,75.97,0.8541
-33.426646,-70.604741,308.3,0.9288
-33.491514,-70.76691,225.86,0.9349
-33.430792,-70.639943,418.9,0.65
-33.524297,-70.748581,53.2,0.767
-33.413104,-70.595614,74.11,0.8494
-33.435362,-70.603823,216.92,0.65
-33.468771,-70.790909,52.01,0.7026
-33.441989,-70.609999,193.12,0.9333
-33.500828,-70.75665,249.65,0.8951
-33.442212,-70.784777,57.19,0.7141
-33.393444,-70.592295,145.74,0.65
-33.445741,-70.661338,49.71,0.808
-33.432989,-70.660752,79.21,0.65
-33.391652,-70.574133,601.71,0.65
-33.458743,-70.655398,20.68,0.8967
-33.446153,-70.640524,144.77,0.8059
-33.447802,-70.63104,200.11,0.65
-33.444443,-70.655839,36.51,0.65
-33.440826,-70.612845,152.95,0.65
-33.444709,-70.663451,209.75,0.7735
-33.455971,-70.769695,72.11,0.887
-33.444732,-70.766314,29.59,0.6987
-33.420675,-70.623848,344.6,0.65
-33.429955,-70.621286,57.11,0.9103
-33.42072,-70.628117,101.33,0.9319
-33.453399,-70.662216,54.65,0.7366
-33.397759,-70.576917,137.27,0.9482
-33.431187,-70.804931,168.32,0.9292
-33.514738,-70.761654,32.63,0.731
-33.445567,-70.76537,318.03,0.8771
-33.420752,-70.632562,93.64,0.713
-33.527509,-70.778766,67.97,0.8581
-33.444716,-70.614204,153.43,0.8167
-33.434342,-70.668187,182.25,0.8704
-33.439741,-70.638978,170.07,0.6706
-33.441614,-70.607326,64.06,0.8807
-33.438751,-70.639808,120.12,0.8031
-33.392094,-70.565785,113.56,0.8011
-33.402566,-70.552788,279.45,0.8886
-33.458153,-70.63361,188.38,0.8792
-33.448091,-70.655385,346.54,0.6524
-33.426218,-70.611497,52.6,0.9634
-33.397888,-70.579941,147.46,0.65
-33.511761,-70.758487,50.73,0.8545
-33.527682,-70.781448,174.83,0.9822
-33.521173,-70.747442,175.04,0.7371
-33.413113,-70.556482,40.93,0.699
-33.503185,-70.747456,83.4,0.7603
-33.433142,-70.610076,76.54,0.65
-33.511873,-70.787932,173.11,0.9208
-33.447979,-70.657175,40.8,0.65
-33.415092,-70.578267,227.55,0.65
-33.433326,-70.635404,96.94,0.7278
-33.469156,-70.802288,99.75,0.9136
-33.507721,-70.780906,77.5,0.8972
-33.423602,-70.638379,147.57,0.8144
-33.493988,-70.76278,371.17,0.8118
-33.432678,-70.779843,65.7,0.65
-33.457742,-70.645945,250.15,0.8546
-33.411477,-70.565089,200.22,0.65
-33.449083,-70.661098,163.62,0.9268
-33.498144,-70.775343,187.14,0.8762
-33.446584,-70.659723,144.81,0.65
-33.505569,-70.777658,162.4,0.98
-33.513981,-70.743174,83.01,0.9678
-33.443398,-70.789994,388.37,0.8925
-33.433598,-70.662186,77.7,0.65
-33.401578,-70.585105,344.65,0.65
-33.516134,-70.77383,120.35,0.65
-33.458601,-70.792268,85.17,0.65
-33.450458,-70.638138,81.78,0.8266
-33.402208,-70.59495,104.92,0.8173
-33.421664,-70.603306,156.01,0.7457
-33.408312,-70.564058,17.09,0.6936
-33.438654,-70.635274,233.76,0.65
-33.406808,-70.556812,68.54,0.8901
-33.407201,-70.599467,41.79,0.8136
-33.439719,-70.639814,97.1,0.8382
-33.457598,-70.637061,26.02,0.9164
-33.409948,-70.582895,1396.36,0.7512
-33.399647,-70.590027,89.28,0.793
-33.519443,-70.783479,198.32,0.8973
-33.404054,-70.552904,107.44,0.6601
-33.523241,-70.756822,37.51,0.65
-33.43497,-70.662552,58.74,0.952
-33.49383,-70.762342,139.72,0.9509
-33.413358,-70.575488,141.99,0.65
-33.406918,-70.56361,50.91,0.65
-33.44895,-70.766945,212.43,0.9529
-33.403982,-70.593546,138.19,0.65
-33.455623,-70.636944,79.31,0.65
-33.431495,-70.644633,35.89,0.8156
-33.414642,-70.596753,35.45,0.7629
-33.422748,-70.615512,40.74,0.8115
-33.445244,-70.772371,46.34,0.6949
-33.442615,-70.785524,98.8,0.9369
-33.456578,-70.631253,286.39,0.65
-33.435834,-70.638675,80.29,0.9146
-33.39796,-70.551906,170.46,0.7922
-33.413445,-70.577004,49.65,0.9173
-33.455148,-70.797466,13.47,0.65
-33.443997,-70.619849,127.47,0.7278
-33.401159,-70.567272,147.51,0.6783
-33.43694,-70.6421,70.4,0.8372
-33.519627,-70.758323,447.97,0.864
-33.464504,-70.779929,55.62,0.65
-33.452789,-70.640226,68.03,0.9327
-33.410856,-70.556458,100.61,0.65
-33.441199,-70.600961,144.61,0.9849
-33.433809,-70.774302,112.05,0.9865
-33.399091,-70.571338,179.02,0.65
-33.490826,-70.747259,161.89,0.9215
-33.513815,-70.777519,33.31,0.8122
-33.494051,-70.745232,138.58,0.9183
-33.448127,-70.6479,145.27,0.65
-33.466394,-70.76004,108.24,0.7106
-33.463305,-70.76431,78.44,0.8574
-33.419973,-70.566217,37.79,0.8405
-33.440651,-70.668282,44.32,0.9936
-33.431381,-70.63553,49.08,0.9113
-33.424701,-70.605508,114.77,0.8679
-33.449096,-70.784082,56.27,0.65
-33.433578,-70.610797,159.47,0.7666
-33.517712,-70.750422,49.05,0.65
-33.459893,-70.646517,74.25,0.8072
-33.393542,-70.567209,68.66,0.6892
-33.404468,-70.551078,84.98,0.9033
-33.510456,-70.745059,80.88,0.8169
-33.391201,-70.587975,48.52,0.8884
-33.456072,-70.664085,553.97,0.6511
-33.514212,-70.761641,154.91,0.8405
-33.44513,-70.639883,67.19,0.7063
-33.522892,-70.742536,277.65,0.9396
-33.444825,-70.633284,60.25,0.654
-33.44346,-70.624093,16.52,0.8408
-33.439892,-70.612229,109.49,0.8194
-33.425378,-70.605881,160.13,0.783
-33.434638,-70.79423,27.38,0.7782
-33.400692,-70.586114,104.49,0.8673
-33.43797,-70.77661,27.7,0.6732
-33.432368,-70.631095,51.83,0.7752
-33.423015,-70.606754,109.35,0.6977
-33.402875,-70.593744,89.7,0.8497
-33.453641,-70.639684,117.74,0.7602
-33.462879,-70.762189,108.38,0.7246
-33.409623,-70.583009,116.34,0.8143
-33.441545,-70.657894,103.42,0.7098
-33.442895,-70.661022,111.64,0.9316
-33.400328,-70.564819,61.15,0.9872
-33.451188,-70.63579,50.17,0.6695
-33.498967,-70.760873,47.4,0.65
-33.43268,-70.607559,22.53,0.7759
-33.448731,-70.637934,55.26,0.8776
-33.45359,-70.781951,282.81,0.65
-33.433655,-70.791585,467.65,0.65
-33.422211,-70.638942,107.03,0.73
-33.415619,-70.558246,251.12,0.9295
-33.412621,-70.594874,96.41,0.7979
-33.40914,-70.577325,156.21,0.7697
-33.443515,-70.761439,84.74,0.971
-33.433891,-70.652679,179.72,0.8236
-33.445854,-70.78986,139.45,0.9185
-33.4233,-70.614926,83.31,0.7441
-33.451384,-70.668921,51.5,0.9601
-33.458499,-70.792106,127.24,0.65
-33.396497,-70.557631,67.07,0.8141
-33.439224,-70.638903,773.8,0.9213
-33.433301,-70.645507,188.11,0.8217
-33.51079,-70.760449,36.21,0.8569
-33.466498,-70.789187,51.51,0.6814
-33.450027,-70.66121,127.97,0.7921
-33.514749,-70.75532,418.02,0.7709
-33.423574,-70.618939,1607.23,0.65
-33.454562,-70.665491,172.7,0.8791
-33.466178,-70.800519,134.93,0.762
-33.393242,-70.571645,87.52,0.8365
-33.446327,-70.649182,37.42,0.8813
-33.462405,-70.783278,135.01,0.9486
-33.428377,-70.615042,105.11,0.8325
-33.510127,-70.775094,20.87,0.65
-33.434426,-70.600544,19.21,0.65
-33.512069,-70.744959,112.48,0.6951
-33.429101,-70.62761,15.12,0.65
-33.436075,-70.668767,63.41,0.997
-33.453007,-70.798356,162.53,0.65
-33.40161,-70.564196,195.95,0.7554
-33.394179,-70.551396,133.64,0.7493
-33.44691,-70.644082,242.94,0.65
-33.432987,-70.665131,17.08,0.9071
-33.435769,-70.782879,146.39,0.7184
-33.507972,-70.783071,167.94,0.65
-33.444445,-70.600937,201.48,0.9138
-33.467686,-70.80737,40.63,0.7227
-33.456063,-70.769894,43.87,0.7409
-33.461184,-70.762619,318.82,0.65
-33.443748,-70.78813,139.68,0.9021
-33.460491,-70.781835,157.97,0.7094
-33.443036,-70.6392,120.26,0.8619
-33.450837,-70.638288,95.68,0.682
-33.394531,-70.570796,19.57,0.7071
-33.506505,-70.788061,186.44,0.65
-33.405951,-70.578053,128.74,0.9211
-33.494955,-70.787985,101.17,0.923
-33.454611,-70.664001,21.25,0.8977
-33.445935,-70.799136,481.3,0.7896
-33.443704,-70.626591,220.27,0.9495
-33.445416,-70.651637,74.27,0.6622
-33.505427,-70.770558,132.41,0.9119
-33.451348,-70.644073,147.28,0.65
-33.429171,-70.619994,277.01,0.7691
-33.506868,-70.777169,80.76,0.8405
-33.391034,-70.55165,95.36,0.8184
-33.437533,-70.639512,164.68,0.7081
-33.428368,-70.621907,59.63,0.7777
-33.445199,-70.640439,86.33,0.9231
-33.438043,-70.646862,177.93,0.6617
-33.440571,-70.62986,83.34,0.8302
-33.434629,-70.632689,130.45,0.9071
-33.436045,-70.669748,139.59,0.7256
-33.447116,-70.653332,52.04,0.65
-33.411081,-70.557019,409.49,0.65
-33.404328,-70.585526,112.55,0.7357
-33.45068,-70.806797,192.64,0.9154
-33.46061,-70.789495,226.19,0.7481
-33.404433,-70.597422,66.45,0.65
-33.442994,-70.803343,175.2,0.8232
-33.43914,-70.788813,43.16,0.9184
-33.435326,-70.781763,168.03,0.8783
-33.41637,-70.585238,56.18,0.65
-33.414132,-70.584124,164.56,0.967
-33.44698,-70.640994,308.25,0.661
-33.449321,-70.65151,76.74,0.8891
-33.523435,-70.770126,38.81,0.895
-33.448891,-70.773805,133.59,0.6943
-33.430591,-70.653958,17.12,0.8165
-33.430191,-70.765943,143.42,0.9859
-33.396679,-70.553636,161.44,0.65
-33.51613,-70.759772,91.18,0.868
-33.506535,-70.773396,66.96,0.7729
-33.394486,-70.569221,71.21,0.7226
-33.444877,-70.622199,115.79,0.6714
-33.404915,-70.568737,117.6,0.978
-33.443877,-70.632871,207.99,0.964
-33.526238,-70.742022,721.81,0.7739
-33.435934,-70.660595,57.86,0.8166
-33.435136,-70.618316,91.23,0.8043
-33.443514,-70.656703,82.16,0.9915
-33.434056,-70.805445,33.92,0.65
-33.435756,-70.771115,47.28,0.65
-33.460207,-70.787997,185.14,0.65
-33.493099,-70.750402,39.63,0.6967
-33.417497,-70.568897,265.88,0.7623
-33.497528,-70.780819,47.32,0.65
-33.421321,-70.637266,49.36,0.65
-33.459018,-70.660595,41.28,0.7442
-33.49933,-70.770634,94.85,0.65
-33.423153,-70.627072,131.87,0.65
-33.429165,-70.626826,125.63,0.8103
-33.439165,-70.629258,366.53,0.8869
-33.444084,-70.792934,133.87,0.93
-33.444705,-70.779799,381.85,0.8193
-33.433457,-70.640862,114.83,0.8322
-33.457193,-70.642518,47.92,0.8078
-33.409196,-70.581693,371.23,0.9097
-33.432653,-70.761569,84.13,0.65
-33.428766,-70.617579,26.28,0.65
-33.401959,-70.596756,94.75,0.9351
-33.46594,-70.797109,46.67,0.9463
-33.432865,-70.663397,49.59,0.8956
-33.400426,-70.556606,53.83,0.8123
-33.440089,-70.611228,283.44,0.973
-33.444808,-70.636329,23.21,0.7596
-33.408251,-70.572877,79.35,0.814
-33.448027,-70.785889,75.86,0.7232
-33.449577,-70.651373,105.76,0.8681
-33.451701,-70.635521,110.02,0.957
-33.525357,-70.789329,48.84,0.9104
-33.396168,-70.590911,75.81,0.8834
-33.432235,-70.636894,27.92,0.65
-33.440427,-70.778328,88.28,0.7021
-33.502339,-70.769963,82.43,0.8501
-33.40962,-70.576712,149.39,0.8427
-33.451298,-70.657278,223.84,0.7465
-33.393469,-70.59088,14.67,0.8393
-33.397143,-70.598104,43.36,0.65
-33.502501,-70.745144,339.57,0.65
-33.409809,-70.560119,98.35,0.9044
-33.406089,-70.555068,45.92,0.65
-33.438715,-70.664474,23.04,0.9476
-33.508701,-70.747163,283.13,0.65
-33.420817,-70.633656,92.39,0.6743
-33.429558,-70.634263,29.07,0.9637
-33.424159,-70.6272,116.6,0.65
-33.451241,-70.637687,142.65,0.65
-33.44645,-70.640413,175.98,0.8251
-33.450541,-70.77719,54.82,0.9475
-33.464027,-70.789458,69.86,0.7677
-33.435508,-70.619664,61.65,0.65
-33.494464,-70.762821,141.51,0.65
-33.44375,-70.661167,104.81,0.8047
-33.505283,-70.787087,100.32,0.9059
-33.443419,-70.656518,101.75,0.73
-33.427378,-70.617694,126.43,0.7648
-33.457751,-70.643853,78.43,0.65
-33.401588,-70.554446,141.36,0.8355
-33.49456,-70.787069,79.13,0.7903
-33.392289,-70.575066,261.36,0.7486
-33.438826,-70.638946,105.27,0.901
-33.505674,-70.75862,23.57,0.8059
-33.443401,-70.646111,264.36,0.9122
-33.443531,-70.665175,32.43,0.65
-33.465587,-70.760123,119.37,0.65
-33.50032,-70.789669,50.05,0.65
-33.439907,-70.7912,73.06,0.65
-33.443576,-70.633369,81.87,0.65
-33.40353,-70.587968,343.03,0.65
-33.439821,-70.782003,36.33,0.8688
-33.402557,-70.572374,202.41,0.65
-33.450609,-70.804001,38.95,0.7465
-33.52705,-70.779985,77.0,0.65
-33.459179,-70.668217,41.9,0.8772
-33.454631,-70.64413,25.0,0.9603
-33.435205,-70.61677,364.16,0.8037
-33.3927,-70.582913,94.46,0.65
-33.398783,-70.551859,69.17,0.7493
-33.460954,-70.807322,128.49,0.8616
-33.406011,-70.586277,153.77,0.779
-33.456942,-70.635206,221.97,0.9392
-33.400982,-70.572836,105.31,0.9236
-33.398698,-70.597485,203.2,0.65
-33.414025,-70.556594,279.58,0.65
-33.522993,-70.757203,289.29,0.65
-33.453866,-70.657625,112.82,0.65
-33.423215,-70.600027,83.42,0.65
-33.440603,-70.632049,38.05,0.65
-33.503729,-70.772149,198.95,0.7069
-33.525765,-70.776144,150.08,0.7999
-33.442427,-70.65974,163.22,0.9595
-33.497533,-70.740058,108.39,0.9884
-33.440902,-70.615826,34.54,0.8766
-33.468179,-70.801441,40.59,0.8146
-33.522692,-70.766022,71.39,0.8257
-33.435735,-70.788016,206.01,0.8466
-33.448309,-70.669573,67.71,0.8955
-33.467891,-70.806127,19.85,0.65
-33.452698,-70.766193,185.16,0.65
-33.427624,-70.627398,25.8,0.8141
-33.526603,-70.758515,160.76,0.7327
-33.525552,-70.768719,24.79,0.65
-33.459521,-70.630931,36.33,0.9405
-33.401545,-70.598782,92.89,0.65
-33.43138,-70.618704,87.58,0.7175
-33.446956,-70.778031,209.78,0.9662
-33.49997,-70.752734,58.87,0.8079
-33.507783,-70.743121,30.86,0.951
-33.453131,-70.651509,23.35,0.65
-33.404764,-70.594497,74.75,0.6907
-33.52693,-70.760442,550.31,0.6738
-33.403967,-70.574244,256.72,0.7
-33.459746,-70.787948,43.61,0.65
-33.443771,-70.600193,146.25,0.65
-33.419068,-70.566991,504.19,0.6531
-33.438954,-70.632478,94.11,0.8206
-33.524996,-70.753643,192.44,0.65
-33.513213,-70.758373,122.22,0.6739
-33.402118,-70.559152,61.35,0.65
-33.428751,-70.630774,171.26,0.7472
-33.450041,-70.778682,71.63,0.65
-33.448622,-70.808432,140.45,0.7675
-33.431932,-70.618814,36.66,0.878
-33.426713,-70.606901,56.84,0.7875
-33.428988,-70.618756,33.86,0.65
-33.40213,-70.566677,23.88,0.6683
-33.440299,-70.655999,70.2,0.65
-33.436302,-70.634232,25.31,0.9503
-33.433342,-70.613338,88.43,0.9758
-33.511301,-70.788376,278.43,0.9159
-33.414399,-70.587543,58.89,0.65
-33.428492,-70.600943,53.02,0.721
-33.443219,-70.638181,190.39,0.65
-33.42966,-70.611504,148.92,0.8775
-33.506917,-70.781174,56.84,0.8229
-33.417263,-70.566118,282.69,0.67
-33.520271,-70.7756,145.44,0.65
-33.397265,-70.570618,67.86,0.6866
-33.497399,-70.753617,78.87,0.667
-33.446353,-70.646645,104.18,0.8635
-33.529198,-70.775345,218.63,0.8858
-33.435332,-70.799836,42.78,0.9575
-33.444137,-70.660635,27.37,0.7097
-33.455741,-70.630397,84.46,0.9873
-33.431707,-70.766503,136.43,0.8974
-33.431871,-70.618677,27.32,0.65
-33.506152,-70.742684,106.78,0.65
-33.515542,-70.768644,209.88,0.7367
-33.49744,-70.777679,13.15,0.9254
-33.399806,-70.599923,119.32,0.65
-33.432182,-70.65524,129.92,0.65
-33.458945,-70.63125,124.55,0.7925
-33.434721,-70.608516,111.97,0.9592
-33.521083,-70.781338,58.78,0.65
-33.416838,-70.570435,123.22,0.8588
-33.392548,-70.584681,27.15,0.6762
-33.419148,-70.592759,71.69,0.9608
-33.436446,-70.7782,231.68,0.65
-33.449545,-70.661382,192.36,0.65
-33.436353,-70.624266,16.34,0.8557
-33.454282,-70.767174,36.16,0.6733
-33.504082,-70.755321,33.48,0.8532
-33.443991,-70.639559,41.72,0.9028
-33.413172,-70.557505,37.52,0.7562
-33.50919,-70.770252,167.98,0.9468
-33.435818,-70.665989,462.62,0.6938
-33.438572,-70.643149,254.74,0.65
-33.431205,-70.662478,181.4,0.9114
-33.420752,-70.602457,162.15,0.7748
-33.524276,-70.774964,416.36,0.8499
-33.391689,-70.571933,29.53,0.65
-33.497071,-70.760248,94.36,0.9313
-33.526126,-70.77844,58.11,0.8328
-33.425008,-70.636956,90.15,0.65
-33.435172,-70.664023,67.76,0.7518
-33.441013,-70.630681,34.04,0.8373
-33.468457,-70.767348,238.62,0.748
-33.525924,-70.757243,269.45,0.8585
-33.410095,-70.592498,16.11,0.6791
-33.417777,-70.596213,104.39,0.8144
-33.443094,-70.651111,41.03,0.65
-33.422877,-70.601961,71.24,0.8424
-33.430259,-70.786115,73.04,0.65
-33.511115,-70.787287,174.53,0.9269
-33.437592,-70.601903,33.68,0.792
-33.448033,-70.662201,50.77,0.927
-33.441779,-70.808092,354.22,0.65
-33.520801,-70.771296,76.83,0.6508
-33.467206,-70.80961,48.0,0.7762
-33.404106,-70.597506,114.37,0.7052
-33.441493,-70.647334,105.36,0.866
-33.5083,-70.788658,80.61,0.7776
-33.505796,-70.741783,97.12,0.7562
-33.441564,-70.646155,97.57,0.8072
-33.459271,-70.640697,75.3,0.9198
-33.415812,-70.589769,76.23,0.7121
-33.504915,-70.782231,154.66,0.9981
-33.512649,-70.75134,123.08,0.8979
-33.432526,-70.637124,19.23,0.65
-33.502653,-70.762008,44.18,0.8669
-33.437367,-70.620963,52.87,0.7428
-33.42141,-70.610563,86.39,0.65
-33.466845,-70.772779,789.2,0.65
-33.51477,-70.74482,47.36,0.65
-33.444661,-70.762181,65.98,0.65
-33.520578,-70.781482,43.0,0.8155
-33.432172,-70.65269,76.51,0.8772
-33.431874,-70.629978,100.64,0.65
-33.439808,-70.655432,84.05,0.7034
-33.439996,-70.617074,267.14,0.779
-33.403709,-70.583818,146.75,0.8829
-33.509536,-70.758247,160.23,0.8718
-33.436059,-70.644111,354.18,0.8214
-33.494656,-70.776143,63.96,0.7233
-33.500138,-70.753992,273.43,0.65
-33.509574,-70.766967,177.44,0.65
-33.440222,-70.611187,37.73,0.8195
-33.432257,-70.614075,51.69,0.65
-33.495739,-70.749553,28.49,0.9299
-33.43956,-70.64055,406.58,0.8097
-33.39219,-70.57513,200.27,0.8848
-33.396863,-70.575324,51.56,0.8407
-33.43155,-70.648014,91.93,0.6673
-33.431953,-70.631675,36.95,0.65
-33.443237,-70.637931,76.07,0.9695
-33.516903,-70.765378,26.23,0.9463
-33.450815,-70.667591,154.19,0.9861
-33.504291,-70.753474,88.38,0.9912
-33.430908,-70.785988,67.52,0.8554
-33.414914,-70.578983,25.41,0.8817
-33.400311,-70.556143,134.82,0.65
-33.519401,-70.78544,148.06,0.79
-33.412514,-70.566909,124.9,0.6594
-33.423533,-70.602423,53.34,0.99
-33.427778,-70.608457,62.68,0.65
-33.431587,-70.643454,27.85,0.65
-33.491311,-70.772787,191.14,0.6595
-33.43265,-70.648406,267.07,0.9787
-33.433362,-70.640446,188.09,0.9732
-33.526166,-70.75763,114.23,0.8791
-33.405285,-70.576805,70.48,0.8346
-33.46522,-70.763554,115.37,0.7712
-33.469729,-70.792407,221.36,0.878
-33.409582,-70.579269,132.6,0.6559
-33.449978,-70.658273,146.1,0.9827
-33.439617,-70.635387,158.8,0.992
-33.442326,-70.651452,264.79,0.65
-33.428271,-70.630202,270.94,0.65
-33.438199,-70.642102,62.14,0.65
-33.436301,-70.618447,33.67,0.8655
-33.442158,-70.665049,88.18,0.65
-33.451083,-70.664321,42.41,0.65
-33.399151,-70.589623,97.41,0.7639
-33.435992,-70.646826,38.42,0.8536
-33.468088,-70.793337,74.09,0.7718
-33.503988,-70.740163,128.75,0.828
-33.438434,-70.667511,37.69,0.9445
-33.438515,-70.649531,15.79,0.9319
-33.514264,-70.777067,14.6,0.9184
-33.468709,-70.788553,158.24,0.902
-33.433798,-70.627817,11.93,0.6735
-33.454137,-70.632239,133.46,0.9822
-33.444642,-70.632252,28.08,0.8554
-33.43256,-70.657581,56.97,0.65
-33.409835,-70.597268,145.27,0.9013
-33.490271,-70.747825,236.51,0.9813
-33.445764,-70.789674,155.84,0.65
-33.416656,-70.56035,58.11,0.65
-33.435961,-70.628126,179.35,0.6552
-33.444005,-70.62429,257.05,0.8497
-33.392756,-70.582883,71.1,0.716
-33.397687,-70.569615,52.61,0.65
-33.394983,-70.554481,139.05,0.8672
-33.4395,-70.636114,83.32,0.8428
-33.437641,-70.640313,106.56,0.8082
-33.43378,-70.641403,81.22,0.8777
-33.433066,-70.601198,258.5,0.7519
-33.444961,-70.659753,53.02,0.65
-33.43643,-70.633098,262.93,0.9124
